,PV,load,EV_availability,EV_time_to_departure
2019-01-18 19:00:00,0.0,2482.8430258333333,1,15
2019-01-18 20:00:00,0.0,2131.2956073888886,1,14
2019-01-18 21:00:00,0.0,3313.2824406111113,1,13
2019-01-18 22:00:00,0.0,6510.364015555555,1,12
2019-01-18 23:00:00,0.0,2338.607447555556,1,11
2019-01-19 00:00:00,0.0,1879.4391633888888,1,10
2019-01-19 01:00:00,0.0,1623.954264722222,1,9
2019-01-19 02:00:00,0.0,2106.601480277778,1,8
2019-01-19 03:00:00,1.9437790219887212,7096.216149555552,1,7
2019-01-19 04:00:00,21.351393638839408,4784.667386333331,1,6
2019-01-19 05:00:00,148.98161724212807,2164.776091333333,1,5
2019-01-19 06:00:00,738.8214639242507,2054.7221881666674,1,4
2019-01-19 07:00:00,3135.84773020813,2649.4075420555546,1,3
2019-01-19 08:00:00,6025.5775466939085,2610.711375611111,1,2
2019-01-19 09:00:00,8200.978717500979,2331.5922727222214,1,1
2019-01-19 10:00:00,9414.778965980571,3207.4839156111107,0,0
2019-01-19 11:00:00,9286.387188987137,4688.77981366667,0,0
2019-01-19 12:00:00,8899.393886514616,3295.0780908888873,0,0
2019-01-19 13:00:00,8550.674375876093,2376.5742307222235,1,22
2019-01-19 14:00:00,6534.484286471905,2163.7892686666673,1,21
2019-01-19 15:00:00,2883.7228654415785,3049.274221777776,1,20
2019-01-19 16:00:00,1634.5280126479565,3729.834024000001,1,19
2019-01-19 17:00:00,587.2423439483464,3099.7835917222237,1,18
2019-01-19 18:00:00,56.92537417273188,3064.074783777777,1,17
2019-01-19 19:00:00,0.0,2367.714858055556,1,16
2019-01-19 20:00:00,0.0,2057.8184962222217,1,15
2019-01-19 21:00:00,0.9559366700110405,2450.1418017222213,1,14
2019-01-19 22:00:00,0.0,6177.07941433334,1,13
2019-01-19 23:00:00,0.0,1440.245434444444,1,12
2019-01-20 00:00:00,0.0,1708.807793777778,1,11
2019-01-20 01:00:00,0.0,1587.3955350555557,1,10
2019-01-20 02:00:00,0.0,1232.5626012777775,1,9
2019-01-20 03:00:00,0.0,6045.055894111112,1,8
2019-01-20 04:00:00,13.775137365210043,3344.4893187222237,1,7
2019-01-20 05:00:00,163.58169249935685,1246.459772444445,1,6
2019-01-20 06:00:00,522.357448175813,1847.6771996666664,1,5
2019-01-20 07:00:00,4321.829711643664,2158.7148648333323,1,4
2019-01-20 08:00:00,6383.355554346269,3286.5387613333314,1,3
2019-01-20 09:00:00,8197.064162083447,2874.503677111111,1,2
2019-01-20 10:00:00,8771.547292007619,2330.0709222777764,1,1
2019-01-20 11:00:00,4022.3259961223985,5203.108673388891,0,0
