,pv,load,pv_ev,pv_load,pv_grid,grid_ev,grid_load,soc,avail,episode
2020-09-25 03:00:00,0.0,1039.222378,0.0,0.0,0.0,346.00786811756666,1039.222378,0.5655589817947808,1.0,15.0
2020-09-25 04:00:00,2.777977359,1140.8770949999998,-2.6068036618198676e-13,2.7779773590002605,0.0,70.35220494797423,1138.0991176409996,0.5861031989642613,1.0,15.0
2020-09-25 05:00:00,12.85667146,3522.3994409999996,12.85667146,0.0,0.0,0.0,3522.3994409999996,0.5902803611330473,1.0,15.0
2020-09-25 06:00:00,129.9707119,3447.714485,129.9707119,0.0,0.0,0.0,3447.714485,0.5910437260009848,1.0,15.0
2020-09-25 07:00:00,198.2261682,2087.23152,-8.526512829121202e-14,198.22616820000007,0.0,0.0,1889.0053517999997,0.5987607370200473,1.0,15.0
2020-09-25 08:00:00,380.2298987,1928.04039,380.2298987,0.0,0.0,0.0,1928.04039,0.5987607370200473,1.0,15.0
2020-09-25 09:00:00,1303.906764,1248.250696,1303.906764,0.0,0.0,0.0,1248.250696,0.6213368872553597,1.0,15.0
2020-09-25 10:00:00,1749.246152,1289.517434,1749.246152,0.0,0.0,0.0,1289.517434,0.6987563513678597,1.0,15.0
2020-09-25 11:00:00,3023.821638,1003.509777,3023.821638,0.0,0.0,0.0,1003.509777,0.8026178416428597,1.0,15.0
2020-09-25 12:00:00,3109.929453,3026.8047420000003,0.0,3026.8047420000003,83.12471099999993,2e-05,0.0,0.9821572513991097,0.0,15.0
2020-09-25 13:00:00,3826.4862590000002,4746.453278,0.0,3826.4862590000002,0.0,0.0,919.9670189999997,0.9821572513991097,0.0,15.0
2020-09-25 14:00:00,1187.0087429999999,3654.13491,0.0,1187.0087429999999,0.0,0.0,2467.1261670000004,0.9821572513991097,0.0,15.0
2020-09-25 15:00:00,1160.565163,3064.5211059999997,0.0,1160.565163,0.0,0.0,1903.9559429999997,0.9821572513991097,0.0,15.0
2020-09-25 16:00:00,471.93467699999997,3495.92545,0.0,471.93467699999997,0.0,0.0,3023.9907730000004,0.9821572513991097,0.0,15.0
